"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2017","JAN THRU MAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","7.2",""
"SURVEY","2017","JAN THRU MAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","20.9",""
"SURVEY","2017","JAN THRU MAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.4",""
"SURVEY","2017","JAN THRU MAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.7",""
"SURVEY","2017","JAN THRU MAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.1",""
"SURVEY","2017","JAN THRU MAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","5.3",""
"SURVEY","2017","JAN THRU MAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.8",""
"SURVEY","2017","JAN THRU MAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","12.6",""
"SURVEY","2017","JAN THRU MAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.2",""
"SURVEY","2017","JAN THRU MAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.3",""
"SURVEY","2017","JAN THRU MAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.9",""
"SURVEY","2017","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.9",""
"SURVEY","2017","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","8.1",""
"SURVEY","2017","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.4",""
"SURVEY","2017","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","12.6",""
"SURVEY","2017","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2017","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","28.6",""
"SURVEY","2017","JAN THRU MAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","JAN THRU MAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","3.5",""
"SURVEY","2017","JAN THRU MAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","5.1",""
"SURVEY","2017","JAN THRU MAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","22.5",""
"SURVEY","2017","JAN THRU MAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","3.6",""
"SURVEY","2017","JAN THRU MAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","36.2",""
"SURVEY","2017","JAN THRU MAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.1",""
"SURVEY","2017","JAN THRU MAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","JAN THRU MAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.3",""
"SURVEY","2017","JAN THRU MAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","38.7",""
"SURVEY","2017","JAN THRU MAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.1",""
"SURVEY","2017","JAN THRU MAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.9",""
"SURVEY","2017","JAN THRU MAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.2",""
"SURVEY","2017","JAN THRU MAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.7",""
"SURVEY","2017","JAN THRU MAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.2",""
"SURVEY","2017","JAN THRU MAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2017","JAN THRU MAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.8",""
"SURVEY","2017","JAN THRU MAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","7.4",""
"SURVEY","2017","JAN THRU MAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","3.2",""
"SURVEY","2017","JAN THRU MAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","12.8",""
"SURVEY","2017","JAN THRU MAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","8.4",""
"SURVEY","2017","JAN THRU MAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","21.4",""
"SURVEY","2017","JAN THRU MAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2017","JAN THRU MAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.1",""
"SURVEY","2017","JAN THRU MAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","4.4",""
"SURVEY","2017","JAN THRU MAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","6.8",""
"SURVEY","2017","JAN THRU MAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.2",""
"SURVEY","2017","JAN THRU MAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","11.9",""
"SURVEY","2017","JAN THRU MAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","JAN THRU MAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.3",""
"SURVEY","2017","JAN THRU MAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","15.8",""
"SURVEY","2017","JAN THRU MAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.1",""
"SURVEY","2017","JAN THRU MAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2017","JAN THRU MAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","JAN THRU MAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.9",""
"SURVEY","2017","JAN THRU MAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","10.5",""
"SURVEY","2017","JAN THRU MAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","19",""
"SURVEY","2017","JAN THRU MAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.2",""
"SURVEY","2017","JAN THRU MAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.6",""
"SURVEY","2017","JAN THRU MAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED"," (Z)",""
"SURVEY","2017","JAN THRU MAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.2",""
"SURVEY","2017","APR THRU JUN","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","APR THRU JUN","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","9.4",""
"SURVEY","2017","APR THRU JUN","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","4.2",""
"SURVEY","2017","APR THRU JUN","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","13.6",""
"SURVEY","2017","APR THRU JUN","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","5.3",""
"SURVEY","2017","APR THRU JUN","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","17.9",""
"SURVEY","2017","APR THRU JUN","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","19.7",""
"SURVEY","2017","APR THRU JUN","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","20.4",""
"SURVEY","2017","APR THRU JUN","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","12.4",""
"SURVEY","2017","APR THRU JUN","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","15.9",""
"SURVEY","2017","APR THRU JUN","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.7",""
"SURVEY","2017","APR THRU JUN","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","58.4",""
"SURVEY","2017","APR THRU JUN","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.9",""
"SURVEY","2017","APR THRU JUN","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.7",""
"SURVEY","2017","APR THRU JUN","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","3.9",""
"SURVEY","2017","APR THRU JUN","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","9.6",""
"SURVEY","2017","APR THRU JUN","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","2.5",""
"SURVEY","2017","APR THRU JUN","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","19.4",""
"SURVEY","2017","APR THRU JUN","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","3.1",""
"SURVEY","2017","APR THRU JUN","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","4.8",""
"SURVEY","2017","APR THRU JUN","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","13",""
"SURVEY","2017","APR THRU JUN","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","7.7",""
"SURVEY","2017","APR THRU JUN","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","3.4",""
"SURVEY","2017","APR THRU JUN","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","38",""
"SURVEY","2017","APR THRU JUN","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","5.3",""
"SURVEY","2017","APR THRU JUN","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","4.6",""
"SURVEY","2017","APR THRU JUN","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","3.2",""
"SURVEY","2017","APR THRU JUN","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.8",""
"SURVEY","2017","APR THRU JUN","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.1",""
"SURVEY","2017","APR THRU JUN","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","31.3",""
"SURVEY","2017","APR THRU JUN","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","APR THRU JUN","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","1.9",""
"SURVEY","2017","APR THRU JUN","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.5",""
"SURVEY","2017","APR THRU JUN","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.2",""
"SURVEY","2017","APR THRU JUN","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","0.7",""
"SURVEY","2017","APR THRU JUN","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","9.1",""
"SURVEY","2017","APR THRU JUN","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","6.1",""
"SURVEY","2017","APR THRU JUN","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","TOTAL","NOT SPECIFIED","6.5",""
